cat_code,cat_desc,category_level,dt_code,dt_desc,dt_unit,et_code,et_desc,et_unit,geo_code,geo_desc,is_adj,report,detail_code,time_series_code
33G,Photographic Equipment Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,33G_MPCUO_US
33H,"Ventilation, Heating, Air-conditioning, and Refrigeration Equipment Manufacturing",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,33H_MPCUO_US
33I,Metalworking Machinery Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,33I_MPCUO_US
TGP,"Turbines, Generators, and Other Power Transmission Equipment",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,TGP_MPCUO_US
33M,Material Handling Equipment Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,33M_MPCUO_US
34S,Computer and Electronic Products,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34S_MPCUO_US
34A,Electronic Computer Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34A_MPCUO_US
34D,"Communications Equipment Manufacturing, Nondefense",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34D_MPCUO_US
34E,"Communications Equipment Manufacturing, Defense",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34E_MPCUO_US
34H,Other Electronic Component Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34H_MPCUO_US
34I,"Search and Navigation Equipment, Nondefense",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34I_MPCUO_US
34J,"Search and Navigation Equipment, Defense",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34J_MPCUO_US
34K,"Electromedical, Measuring, and Control Instrument Manufacturing",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34K_MPCUO_US
35S,"Electrical Equipment, Appliances and Components",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,35S_MPCUO_US
35A,Electric Lighting Equipment Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,35A_MPCUO_US
35B,Household Appliance Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,35B_MPCUO_US
35C,Electrical Equipment Manufacturing,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,35C_MPCUO_US
36S,Transportation Equipment,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,36S_MPCUO_US
BTP,"Motor Vehicle Bodies, Trailers, and Parts",0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,BTP_MPCUO_US
NAP,Nondefense Aircraft and Parts,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,NAP_MPCUO_US
DAP,Defense Aircraft and Parts,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,DAP_MPCUO_US
36Z,Ships and Boats,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,36Z_MPCUO_US
37S,Furniture and Related Products,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,37S_MPCUO_US
CMS,Construction Materials and Supplies,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,CMS_MPCUO_US
ITI,Information Technology Industries,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,ITI_MPCUO_US
CRP,Computers and Related Products,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,CRP_MPCUO_US
MVP,Motor Vehicles and Parts,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,MVP_MPCUO_US
TCG,Capital Goods,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,TCG_MPCUO_US
NDE,Nondefense Capital Goods,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,NDE_MPCUO_US
NXA,Nondefense Capital Goods Excluding Aircraft,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,NXA_MPCUO_US
DEF,Defense Capital Goods,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,DEF_MPCUO_US
COG,Consumer Goods,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,COG_MPCUO_US
CDG,Consumer Durable Goods,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,CDG_MPCUO_US
DXT,Durable Goods Excluding Transportation,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,DXT_MPCUO_US
DXD,Durable Goods Excluding Defense,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,DXD_MPCUO_US
34X,Communication Equipment,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,34X_MPCUO_US
ODG,Other Durable Goods,0,MPCUO,Unfilled Orders Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCUO,ODG_MPCUO_US
MTM,Total Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MTM_MPCVS_US_adj
MXT,Manufacturing Excluding Transportation,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MXT_MPCVS_US_adj
MXD,Manufacturing Excluding Defense,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MXD_MPCVS_US_adj
MTU,Manufacturing with Unfilled Orders,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MTU_MPCVS_US_adj
MDM,Durable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MDM_MPCVS_US_adj
21S,Wood Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,21S_MPCVS_US_adj
27S,Nonmetallic Mineral Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,27S_MPCVS_US_adj
31S,Primary Metals,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,31S_MPCVS_US_adj
31A,Iron and Steel Mills and Ferroalloy and Steel Product Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,31A_MPCVS_US_adj
ANM,Aluminum and Nonferrous Metal Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,ANM_MPCVS_US_adj
31C,Ferrous Metal Foundries,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,31C_MPCVS_US_adj
32S,Fabricated Metal Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,32S_MPCVS_US_adj
33S,Machinery,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33S_MPCVS_US_adj
33A,Farm Machinery and Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33A_MPCVS_US_adj
33C,Construction Machinery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33C_MPCVS_US_adj
33D,"Mining, Oil, and Gas Field Machinery Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33D_MPCVS_US_adj
33E,Industrial Machinery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33E_MPCVS_US_adj
33G,Photographic Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33G_MPCVS_US_adj
33H,"Ventilation, Heating, Air-conditioning, and Refrigeration Equipment Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33H_MPCVS_US_adj
33I,Metalworking Machinery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33I_MPCVS_US_adj
TGP,"Turbines, Generators, and Other Power Transmission Equipment",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,TGP_MPCVS_US_adj
33M,Material Handling Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,33M_MPCVS_US_adj
34S,Computer and Electronic Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34S_MPCVS_US_adj
34A,Electronic Computer Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34A_MPCVS_US_adj
34B,Computer Storage Device Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34B_MPCVS_US_adj
34C,Other Computer Peripheral Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34C_MPCVS_US_adj
34D,"Communications Equipment Manufacturing, Nondefense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34D_MPCVS_US_adj
34E,"Communications Equipment Manufacturing, Defense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34E_MPCVS_US_adj
34F,Audio and Video Equipment,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34F_MPCVS_US_adj
34G,Semiconductor and Related Device Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34G_MPCVS_US_adj
34H,Other Electronic Component Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34H_MPCVS_US_adj
34I,"Search and Navigation Equipment, Nondefense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34I_MPCVS_US_adj
34J,"Search and Navigation Equipment, Defense",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34J_MPCVS_US_adj
34K,"Electromedical, Measuring, and Control Instrument Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34K_MPCVS_US_adj
35S,"Electrical Equipment, Appliances and Components",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35S_MPCVS_US_adj
35A,Electric Lighting Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35A_MPCVS_US_adj
35B,Household Appliance Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35B_MPCVS_US_adj
35C,Electrical Equipment Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35C_MPCVS_US_adj
35D,Battery Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,35D_MPCVS_US_adj
36S,Transportation Equipment,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36S_MPCVS_US_adj
36A,Automobile Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36A_MPCVS_US_adj
36B,Light Truck and Utility Vehicle Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36B_MPCVS_US_adj
36C,Heavy Duty Truck Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36C_MPCVS_US_adj
BTP,"Motor Vehicle Bodies, Trailers, and Parts",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,BTP_MPCVS_US_adj
NAP,Nondefense Aircraft and Parts,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,NAP_MPCVS_US_adj
DAP,Defense Aircraft and Parts,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DAP_MPCVS_US_adj
36Z,Ships and Boats,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,36Z_MPCVS_US_adj
37S,Furniture and Related Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,37S_MPCVS_US_adj
39S,Miscellaneous Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,39S_MPCVS_US_adj
MNM,Nondurable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MNM_MPCVS_US_adj
11S,Food Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11S_MPCVS_US_adj
11A,Grain and Oilseed Milling,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11A_MPCVS_US_adj
11B,Dairy Product Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11B_MPCVS_US_adj
11C,"Meat, Poultry, and Seafood Product Processing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,11C_MPCVS_US_adj
12S,Beverage and Tobacco Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,12S_MPCVS_US_adj
12A,Beverage Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,12A_MPCVS_US_adj
12B,Tobacco Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,12B_MPCVS_US_adj
13S,Textile Mills,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,13S_MPCVS_US_adj
14S,Textile Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,14S_MPCVS_US_adj
15S,Apparel,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,15S_MPCVS_US_adj
16S,Leather and Allied Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,16S_MPCVS_US_adj
22S,Paper Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,22S_MPCVS_US_adj
22A,"Pulp, Paper, and Paperboard Mills",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,22A_MPCVS_US_adj
22B,Paperboard Container Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,22B_MPCVS_US_adj
23S,Printing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,23S_MPCVS_US_adj
24S,Petroleum and Coal Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,24S_MPCVS_US_adj
24A,Petroleum Refineries,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,24A_MPCVS_US_adj
25S,Chemical Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25S_MPCVS_US_adj
25A,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25A_MPCVS_US_adj
25B,Pharmaceutical and Medicine Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25B_MPCVS_US_adj
25C,"Paint, Coating, and Adhesive, Manufacturing",0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,25C_MPCVS_US_adj
26S,Plastics and Rubber Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,26S_MPCVS_US_adj
CMS,Construction Materials and Supplies,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CMS_MPCVS_US_adj
ITI,Information Technology Industries,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,ITI_MPCVS_US_adj
CRP,Computers and Related Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CRP_MPCVS_US_adj
MVP,Motor Vehicles and Parts,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MVP_MPCVS_US_adj
TCG,Capital Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,TCG_MPCVS_US_adj
NDE,Nondefense Capital Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,NDE_MPCVS_US_adj
NXA,Nondefense Capital Goods Excluding Aircraft,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,NXA_MPCVS_US_adj
DEF,Defense Capital Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DEF_MPCVS_US_adj
COG,Consumer Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,COG_MPCVS_US_adj
CDG,Consumer Durable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CDG_MPCVS_US_adj
CNG,Consumer Nondurable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,CNG_MPCVS_US_adj
DXT,Durable Goods Excluding Transportation,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DXT_MPCVS_US_adj
DXD,Durable Goods Excluding Defense,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,DXD_MPCVS_US_adj
34X,Communication Equipment,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,34X_MPCVS_US_adj
ODG,Other Durable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,ODG_MPCVS_US_adj
MTM,Total Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MTM_MPCVS_US
MXT,Manufacturing Excluding Transportation,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MXT_MPCVS_US
MXD,Manufacturing Excluding Defense,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MXD_MPCVS_US
MTU,Manufacturing with Unfilled Orders,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MTU_MPCVS_US
MDM,Durable Goods,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,MDM_MPCVS_US
21S,Wood Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,21S_MPCVS_US
27S,Nonmetallic Mineral Products,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,27S_MPCVS_US
31S,Primary Metals,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,31S_MPCVS_US
31A,Iron and Steel Mills and Ferroalloy and Steel Product Manufacturing,0,MPCVS,Value of Shipments Percent Change Monthly,  Percent,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",MPCVS,31A_MPCVS_US
